skld_id;dkzl_id;data_sprzedazy;preparat;preparat_nazwa;preparat_gabaryt;ilosc_zlecona;oddzial;magazyn;magazyn_skrot;magazyn_typ;lokalizacja;numer_serii;data_waznosci;kontrahent;kontrahent_nazwa;odbiorca;odbiorca_nazwa;rodzaj_zlecenia;zdalne;tryb_realizacji;wlasciciel;dysponent;trasa;wyjazd
1237842861;241647976;09.01.2020;238235;"Nebbud, (0,25 mg/ml); 2 ml, zaw.do nebul.,10 amp";401;1;101;13;K1;W;J-0-07-2-7;;;64256;APTEKA DBAM O ZDROWIE;64256;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237890720;241663489;09.01.2020;210273;Bio-Oil, płyn, 200 ml;424;1;101;13;K1;W;E-3-03-D-1;;;64256;APTEKA DBAM O ZDROWIE;64256;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237782528;241629265;09.01.2020;239011;Bodymax Plus, tabl.,  60 szt +20 szt,PROM.1208/16;600;1;101;13;K1;W;S-5-12-D-2;;;64256;APTEKA DBAM O ZDROWIE;64256;APTEKA DBAM O ZDROWIE;I;N;N;36657;96949;;
1237821308;241641271;09.01.2020;254756;DOZ Product DHA z alg, kaps., 30 szt;285;1;101;13;K1;W;A-6-01-B-3;;;64256;APTEKA DBAM O ZDROWIE;64256;APTEKA DBAM O ZDROWIE;I;N;N;36657;96949;;
1237885784;241662258;09.01.2020;12158;Polfenon, 300 mg, tabl.powl., 20 szt;108;3;101;13;K1;W;I-0-07-2-0;;;64256;APTEKA DBAM O ZDROWIE;64256;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237881869;241660981;09.01.2020;253716;Cytykot, kaps., 30 szt;246;1;101;13;K1;W;D-4-03-A-2;;;64256;APTEKA DBAM O ZDROWIE;64256;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237842860;241647976;09.01.2020;124891;Flegamina Junior o sm.trusk(Flegam.trusk),2mg/5ml,syr.,200ml;636;1;101;13;K1;W;Y-1-P-P-9;;;64256;APTEKA DBAM O ZDROWIE;64256;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237885785;241662258;09.01.2020;70958;Proficar, 75 mg, tabl.dojelit., 60 szt,bl(6x10);118;3;101;13;K1;W;U-0-01-0-6;;;64256;APTEKA DBAM O ZDROWIE;64256;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237931355;241673308;09.01.2020;144498;Valsacor 320 mg, 320 mg, tabl.powl., 28 szt;271;1;101;13;K1;W;U-1-06-1-4;;;64256;APTEKA DBAM O ZDROWIE;64256;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237782529;241629265;09.01.2020;167227;Xylometazolin Teva (Xylomet.123ratio),1mg/ml,aer.d/nosa,10ml;99;2;101;13;K1;W;U-1-04-0-9;;;64256;APTEKA DBAM O ZDROWIE;64256;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237821309;241641271;09.01.2020;145996;Olimp Chela-Mag B6 Mama, kaps., 30 szt;214;1;101;13;K1;W;E-5-08-E-1;;;64256;APTEKA DBAM O ZDROWIE;64256;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237885788;241662258;09.01.2020;155500;Simcovas, 40 mg, tabl.powl., 30 szt;186;3;101;13;K1;W;A-5-10-C-1;;;64256;APTEKA DBAM O ZDROWIE;64256;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237850580;241650494;09.01.2020;124624;Healing Shampoo, szampon, przeciwłupieżowy, 200 ml;454;1;101;13;K1;W;P-0-02-0-8;;;64297;APTEKA DBAM O ZDROWIE;64297;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237863056;241654982;09.01.2020;130741;Meliski, pastyl.do ssania, uspokajające, 18 szt;246;2;101;13;K1;W;I-1-07-3-0;;;64297;APTEKA DBAM O ZDROWIE;64297;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237866168;241656038;09.01.2020;154476;Proktis M, pianka, aktywna, oczyszczająca, 150 ml;320;2;101;13;K1;W;Y-0-05-B-1;;;64297;APTEKA DBAM O ZDROWIE;64297;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237854325;241651700;09.01.2020;153453;Żel z kasztanowcem i diosminą, 250 g;518;1;101;13;K1;W;C-5-06-E-3;;;64297;APTEKA DBAM O ZDROWIE;64297;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237851824;241650845;09.01.2020;119096;Maść końska, chłodz., (Virdepol), 350 g;824;1;101;13;K1;W;Q-2-01-D-6;;;64297;APTEKA DBAM O ZDROWIE;64297;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237923617;241671400;09.01.2020;134351;Betaserc, 24 mg, tabl.,  60 szt,bl(3x20);190;1;101;13;K1;W;K-0-06-1-6;;;64297;APTEKA DBAM O ZDROWIE;64297;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237852821;241651174;09.01.2020;138466;Majamil PPH, 50 mg, tabl.dojelit., 30 szt,bl(3x10);117;3;101;13;K1;W;C-6-01-B-3;;;64297;APTEKA DBAM O ZDROWIE;64297;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237878531;241660053;09.01.2020;247374;Centrum On, tabl., 30szt;332;2;101;13;K1;W;U-0-07-1-0;;;64297;APTEKA DBAM O ZDROWIE;64297;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237911952;241668625;09.01.2020;147580;Actelsar, 80 mg, tabl., 28 szt;341;2;101;13;K1;W;L-1-08-1-0;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237840125;241646884;09.01.2020;130763;Marimer, spray,hipert.oczysz.woda mors.d/nos,100ml;435;4;101;13;K1;W;T-0-06-0-9;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237913837;241668625;09.01.2020;155453;Maść Niedźwiedzia, naturalna siła i grzanie, 100 ml;374;1;101;13;K1;W;N-1-03-2-2;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237914943;241668625;09.01.2020;139906;Zaranta, 10 mg, tabl.powl., 28 szt,bl(4x7);286;1;101;13;K1;W;L-0-06-0-9;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237856638;241652357;09.01.2020;252426;Clearblue, test, ciążowy, ze wskaź.tygodnia ciąży, 1 szt;337;1;101;13;K1;W;H-6-01-A-3;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237912286;241668625;09.01.2020;130742;Bisocard, 2,5 mg, tabl.powl., 30 szt;125;4;101;13;K1;W;J-0-08-0-5;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237912031;241668625;09.01.2020;251956;Albivag Kadefarm, glob.dopochw., 10 szt;250;1;101;13;K1;W;H-5-04-C-2;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237914630;241668625;09.01.2020;154549;Potazek, kaps.o zmod.uwaln.,  50 szt;243;1;101;13;K1;W;J-0-06-0-9;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237913679;241668625;09.01.2020;25077;Krople walerianowe, (AF), 35 g;109;10;101;13;K1;W;R-2-11-B-5;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237856650;241652357;09.01.2020;251905;Blend-a-dent Super Adhes.,klej d/prot,Ex.Stark,Fresh,SRP,47g;182;1;101;13;K1;W;H-9-01-D-2;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237913316;241668625;09.01.2020;12774;Dermosan, krem, tłusty,do twarzy,ciała, 40 g;191;1;101;13;K1;W;L-0-07-0-9;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237914680;241668625;09.01.2020;74354;Radirex, tabl., 10 szt;59;3;101;13;K1;W;K-0-07-0-7;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237914913;241668625;09.01.2020;145071;UroFuraginum, 50 mg, tabl., 30 szt;135;3;101;13;K1;W;K-0-03-2-4;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237856647;241652357;09.01.2020;42299;Fervex, gran.d/sp.roztw.doustn.,13 g, 8 saszet.;466;1;101;13;K1;W;K-0-01-0-5;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237914536;241668625;09.01.2020;150661;Polpril,  5 mg, tabl., 28 szt;212;2;101;13;K1;W;K-0-01-0-4;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237856649;241652357;09.01.2020;243061;Fervex o smaku malinowym, gran.d/sp.roztw.doustn.,12 saszet.;582;5;101;13;K1;W;I-0-07-0-1;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237915047;241668625;09.01.2020;140389;Zoxon 4, 4 mg, tabl., 90 szt, bl(9x10);218;1;101;13;K1;W;W-1-03-2-8;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237913901;241668625;09.01.2020;151940;Medispirant, żel, do stóp i dłoni, 50 ml;264;1;101;13;K1;W;N-0-04-1-7;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237913765;241668625;09.01.2020;167374;LipiForma Plus, kaps., 30 szt;293;1;101;13;K1;W;P-1-04-1-5;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237912091;241668625;09.01.2020;99013;Allertec WZF, 10 mg, tabl.powl.,  7 szt;56;3;101;13;K1;W;J-0-06-0-2;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237913934;241668625;09.01.2020;135235;Metocard ZK, 47,5 mg, tabl.o przedł.uwaln., 28 szt,bl(2x14);82;1;101;13;K1;W;K-0-05-0-1;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237914694;241668625;09.01.2020;13540;Raphacholin C, tabl.draż., 30 szt;143;5;101;13;K1;W;K-0-03-1-7;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237912428;241668625;09.01.2020;46589;Bisocard, 5 mg, tabl.powl., 30 szt;116;1;101;13;K1;W;K-0-03-0-5;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237914238;241668625;09.01.2020;151890;Nalgesin, 275 mg, tabl.powl., 10 szt;89;1;101;13;K1;W;F-7-02-B-2;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237840130;241646884;09.01.2020;88431;Cital, 20 mg, tabl.powl., 30 szt,bl;95;2;101;13;K1;W;L-1-06-2-9;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237856645;241652357;09.01.2020;54134;Compeed, plast.,na halluksy, 5 szt;224;1;101;13;K1;W;H-6-08-B-1;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237912496;241668625;09.01.2020;46590;Bisocard,10 mg, tabl.powl., 30 szt;97;1;101;13;K1;W;J-0-04-0-1;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237915417;241668625;09.01.2020;57489;Flos-Lek,żel, arnikowy,rozsz.nacz,sińce,potł,50ml;233;2;101;13;K1;W;I-0-06-0-4;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237914727;241668625;09.01.2020;97211;Stoperan, 2 mg, kaps.twarde,  8 szt;86;6;101;13;K1;W;K-0-07-2-3;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237912111;241668625;09.01.2020;105572;Amertil Bio, 10 mg, tabl.powl., 7 szt, blister;93;3;101;13;K1;W;B-4-10-F-2;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237913432;241668625;09.01.2020;108690;Jodyna, roztw.na skórę, (Avena), 20 g;67;2;101;13;K1;W;R-2-11-C-1;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237912522;241668625;09.01.2020;123571;Bisocard,10 mg, tabl.powl., 60 szt;116;1;101;13;K1;W;A-2-08-R-45;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237914654;241668625;09.01.2020;130791;Prenessa, 8 mg, tabl., 30 szt,bl(3x10);83;1;101;13;K1;W;N-0-01-2-8;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237919749;241670451;09.01.2020;147252;Lambrinex, 10 mg, tabl.powl., 30 szt;261;1;101;13;K1;W;P-1-01-2-8;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237913964;241668625;09.01.2020;210169;Monoprost, 50 mcg/ml, krople do oczu, 90 poj.jednodawk.;1626;1;101;13;K1;W;H-0-01-A-5;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237913240;241668625;09.01.2020;14228;Dentinox N, żel na dziąsła, 10 g;60;2;101;13;K1;W;J-0-09-0-2;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237856646;241652357;09.01.2020;243053;Fervex, gran.d/sp.roztw.doustn.,13 g,12 saszet.;480;8;101;13;K1;W;U-0-03-3-0;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237840127;241646884;09.01.2020;256049;A-Cerumen, prep.,do oczysz.i hig.uszu, 2 ml, 5 amp;129;1;101;13;K1;W;H-6-10-A-1;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237912592;241668625;09.01.2020;255983;Cutis E, maść, konopna 17%+CBD, 120 ml;612;1;101;13;K1;W;E-3-03-C-5;;;64415;APTEKA RODZINNA;64415;APTEKA RODZINNA;N;N;N;36657;;;
1237831705;241644214;09.01.2020;43343;Amlozek,  5 mg, tabl., 30 szt;73;20;101;13;K1;W;K-0-09-0-5;;;64761;DOZ APTEKA DBAM O ZDROWIE;64761;DOZ APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237920396;241670692;09.01.2020;253678;Inofolic combi, kaps.żelat.miękkie, 60 szt;615;2;101;13;K1;W;E-9-10-F-4;;;64761;DOZ APTEKA DBAM O ZDROWIE;64761;DOZ APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237837272;241646205;09.01.2020;79233;Hydrochlorothiazidum  Polpharma, 12,5 mg, tabl., 30 szt;148;5;101;13;K1;W;K-0-09-1-9;;;64761;DOZ APTEKA DBAM O ZDROWIE;64761;DOZ APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237824291;241642019;09.01.2020;12690;Dalacin C,  75 mg, kaps., 16 szt;141;1;101;13;K1;W;G-4-01-R-4;;;64761;DOZ APTEKA DBAM O ZDROWIE;64761;DOZ APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237891479;241663672;09.01.2020;139015;Zyx, 5 mg, tabl.powl., 28 szt, blister perforowany;124;5;101;13;K1;W;G-0-02-B-5;;;64761;DOZ APTEKA DBAM O ZDROWIE;64761;DOZ APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237831554;241644160;09.01.2020;208253;Zaldiar, 37,5 mg+325 mg, tabl.powl., 90 szt;366;2;101;13;K1;W;W-0-02-0-9;;;64761;DOZ APTEKA DBAM O ZDROWIE;64761;DOZ APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237891633;241663741;09.01.2020;142542;Retixoft, kaps., 30 szt;229;1;101;13;K1;W;I-1-05-1-9;;;64761;DOZ APTEKA DBAM O ZDROWIE;64761;DOZ APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237887168;241662673;09.01.2020;212403;Velbienne mini, 1 mg + 2 mg, tabl.powl., 28 szt;117;5;101;13;K1;W;D-5-06-A-5;;;64761;DOZ APTEKA DBAM O ZDROWIE;64761;DOZ APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237864159;241655375;09.01.2020;91164;Perazin Hasco 0.1, 100 mg, tabl., 30 szt;183;4;101;13;K1;W;N-1-05-1-3;;;64761;DOZ APTEKA DBAM O ZDROWIE;64761;DOZ APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237896770;241665140;09.01.2020;143855;Glucophage XR, 750 mg, tabl.o przedł.uwaln.,60 szt,bl(4x15);423;1;101;13;K1;W;M-0-07-2-9;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237868870;241656800;09.01.2020;43343;Amlozek,  5 mg, tabl., 30 szt;73;10;101;13;K1;W;K-0-09-0-5;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237850229;241650341;09.01.2020;85437;Diovan, 160 mg, tabl.powl., 28 szt;145;5;101;13;K1;W;T-1-07-2-9;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237907841;241667836;09.01.2020;143183;Magnez B6, bez dodatku cukrów,  tabl., 60 szt;219;1;101;13;K1;W;U-1-01-1-9;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237927172;241672298;09.01.2020;237491;Hedussin, 33 mg/4 ml, syrop, 100 ml;345;2;101;13;K1;W;R-0-06-B-5;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237907842;241667836;09.01.2020;151930;Protego Luteina Complex, kaps.elast., 30 szt;386;2;101;13;K1;W;I-1-04-1-5;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237830484;241643769;09.01.2020;107038;Corectin  5,  5 mg, tabl.powl., 30 szt, bl(3x10);121;2;101;13;K1;W;L-1-03-2-2;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237929095;241672737;09.01.2020;116646;Kalipoz Prolongatum, 391 mg K+, tabl.o przedł.uw.,60 szt,bl;336;7;101;13;K1;W;K-0-07-2-9;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237873892;241658464;09.01.2020;131571;Indapen SR, 1,5 mg, tabl.o przedł.uw.,30 szt,bl(3x10);112;3;101;13;K1;W;J-0-04-1-6;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237907846;241667836;09.01.2020;148373;Max Tran A+D+E (Tran z witaminami A+D+E), kaps., 60 szt;324;1;101;13;K1;W;I-0-01-0-1;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237866600;241656138;09.01.2020;30300;Flos-Lek Piel.Oczu, żel,świetlik,herbata, 10 g;85;1;101;13;K1;W;I-0-05-2-7;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;I;N;N;36657;96949;;
1237907836;241667836;09.01.2020;167374;LipiForma Plus, kaps., 30 szt;293;1;101;13;K1;W;P-1-04-1-5;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237856368;241652483;09.01.2020;253619;Osłonik Max Extra, kaps., 20 szt;289;1;101;13;K1;W;U-1-09-3-1;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237866602;241656138;09.01.2020;109493;Rękawice Peha-Soft,vinyl,n/j,b/pudr,sred,100szt;2077;1;101;13;K1;W;R-9-34-E-1;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237868490;241656702;09.01.2020;31980;"Ketonal, 50 mg/ml; 2 ml, roztw.do wstrz., 10 amp";208;2;101;13;K1;W;F-2-08-B-5;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237866601;241656138;09.01.2020;54605;Octenisept, płyn na skórę,1000 ml;1680;1;101;13;K1;W;R-0-01-A-4;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237932239;241673469;09.01.2020;135459;Uro, krem, p/nadmiernej potliwości,do stóp, 30 ml;251;1;101;13;K1;W;C-3-07-D-6;;;65894;APTEKA DBAM O ZDROWIE;65894;APTEKA DBAM O ZDROWIE;I;N;N;36657;96949;;
1237826742;241642649;09.01.2020;12494;Madopar 125, 100 mg+25 mg, kaps.,100 szt;295;1;101;13;K1;W;P-0-03-2-4;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237864668;241655580;09.01.2020;113874;Cewnik Foleya, silikon CH20/10ml,Romed, 1 szt;700;1;101;13;K1;W;R-9-28-A-2;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237827883;241642649;09.01.2020;112566;Protopic, 0,1%, maść, 10 g;146;1;101;13;K1;W;P-0-04-1-8;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237827063;241642649;09.01.2020;103266;Euthyrox N 125, 125 mcg, tabl., 50 szt;118;1;101;13;K1;W;L-1-07-2-0;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237887976;241662870;09.01.2020;242959;Spastyna Max, 80 mg, tabl., 20 szt;121;1;101;13;K1;W;L-1-04-1-2;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237887974;241662870;09.01.2020;99970;Meridol, pasta do zębów, 75 ml;223;1;101;13;K1;W;I-0-05-1-3;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237834259;241645157;09.01.2020;53453;Depakine Chrono 500,333mg+145mg, tabl.powl.przed.uw,30szt,bl;465;6;101;13;K1;W;K-0-03-2-7;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237858585;241653347;09.01.2020;254070;Clobetaxon, 0,5 mg/g, maść, 25 g;194;1;101;13;K1;W;C-8-04-A-2;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237828349;241642649;09.01.2020;153886;Xarelto, 20 mg, tabl.powl., 14 szt,bl (PP/Alu);10;1;101;13;K1;W;K-0-01-1-2;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237827244;241642649;09.01.2020;103226;Euthyrox N  75, 75 mcg, tabl.,100 szt;136;5;101;13;K1;W;L-1-01-1-4;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237827449;241642649;09.01.2020;103224;Euthyrox N  25, 25 mcg, tabl.,100 szt;130;5;101;13;K1;W;L-1-08-1-8;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237834407;241645205;09.01.2020;240491;Ketilept Retard, 150 mg, tabl.o przedł.uwaln.,60 szt;303;1;101;13;K1;W;D-6-00-R-04;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237827321;241642649;09.01.2020;103228;Euthyrox N 100, 100 mcg, tabl.,100 szt;149;1;101;13;K1;W;L-1-01-2-0;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237827338;241642649;09.01.2020;136413;Euthyrox N 112 mcg, 112 mcg, tabl., 50 szt,bl(2x25);124;1;101;13;K1;W;J-0-05-1-3;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237887975;241662870;09.01.2020;240466;Olimp Testomag, tabl.powl., 30 szt;190;1;101;13;K1;W;U-0-05-2-1;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237827070;241642649;09.01.2020;103267;Euthyrox N 125, 125 mcg, tabl.,100 szt;131;1;101;13;K1;W;L-0-06-3-0;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237834408;241645205;09.01.2020;240491;Ketilept Retard, 150 mg, tabl.o przedł.uwaln.,60 szt;303;1;101;13;K1;W;G-3-05-B-2;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237932364;241673497;09.01.2020;149634;Cetraxal, 2 mg/ml, krople do uszu, 15 szt;496;1;101;13;K1;W;A-2-07-F-2;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237789115;241632170;09.01.2020;145491;Resource 2.0, płyn, sm.waniliowy, 200 ml x 4;1659;1;101;13;K1;W;S-3-10-E-3;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237827234;241642649;09.01.2020;103225;Euthyrox N  75, 75 mcg, tabl., 50 szt;139;5;101;13;K1;W;K-0-02-2-7;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237917639;241670039;09.01.2020;11981;Provera, 10 mg, tabl., 30 szt,bl(3x10);171;2;101;13;K1;W;B-3-02-B-1;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237904833;241667141;09.01.2020;103107;Cogiton 10, 10 mg, tabl.powl., 28 szt;113;2;101;13;K1;W;I-1-07-0-8;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237827377;241642649;09.01.2020;103231;Euthyrox N 175, 175 mcg, tabl., 50 szt;148;1;101;13;K1;W;N-0-05-0-8;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237935655;241674200;09.01.2020;119229;Vivace  2.5 mg, 2,5 mg, tabl., 30 szt,bl(3x10);115;3;101;13;K1;W;L-1-05-1-6;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237828064;241642649;09.01.2020;146394;Glucophage XR,1000 mg, tabl.o przedł.uwaln.,60 szt;664;1;101;13;K1;W;K-0-02-0-2;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237887973;241662870;09.01.2020;249577;Ketonal Active, 50 mg, kaps.twarde, 20 szt;154;1;101;13;K1;W;N-0-02-1-4;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237895936;241664945;09.01.2020;245243;Nutrof Total, kaps., z witaminą D3, 60 szt;395;1;101;13;K1;W;F-5-05-R-31;;;65979;APTEKA DBAM O ZDROWIE;65979;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
